badge_id,location,timestamp_local
91,ny,2023-01-04 08:20:45
50,ny,2023-01-04 08:22:00
18,ny,2023-01-04 08:23:19
70,ny,2023-01-04 08:27:14
34,ny,2023-01-04 08:28:47
43,ny,2023-01-04 08:30:09
65,ny,2023-01-04 08:30:15
86,ny,2023-01-04 08:30:26
68,ny,2023-01-04 08:33:55
42,ny,2023-01-04 08:44:55
78,ny,2023-01-04 08:47:44
67,ny,2023-01-04 08:52:04
92,ny,2023-01-04 08:55:37
64,ny,2023-01-04 08:58:22
87,ny,2023-01-04 09:00:20
11,ny,2023-01-04 09:03:04
39,ny,2023-01-04 09:03:40
47,ny,2023-01-04 09:09:06
8,ny,2023-01-04 09:10:05
77,ny,2023-01-04 09:11:18
99,ny,2023-01-04 09:11:27
81,ny,2023-01-04 09:24:58
63,ny,2023-01-04 09:36:04
1,ny,2023-01-04 09:38:03
38,ny,2023-01-04 09:53:41
26,ny,2023-01-04 18:18:01
59,ny,2023-01-04 18:49:58
75,ny,2023-01-04 18:56:19
33,ny,2023-01-04 19:57:19
39,ny,2023-01-05 08:00:21
65,ny,2023-01-05 08:01:21
49,ny,2023-01-05 08:06:45
81,ny,2023-01-05 08:09:38
54,ny,2023-01-05 08:11:56
56,ny,2023-01-05 08:12:12
91,ny,2023-01-05 08:15:19
86,ny,2023-01-05 08:26:05
92,ny,2023-01-05 08:26:14
18,ny,2023-01-05 08:40:41
82,ny,2023-01-05 08:41:15
22,ny,2023-01-05 08:42:53
1,ny,2023-01-05 08:43:30
17,ny,2023-01-05 08:49:23
87,ny,2023-01-05 08:52:00
50,ny,2023-01-05 08:52:39
42,ny,2023-01-05 08:57:15
19,ny,2023-01-05 09:01:20
55,ny,2023-01-05 09:01:37
63,ny,2023-01-05 09:13:49
47,ny,2023-01-05 09:14:39
11,ny,2023-01-05 09:18:18
98,ny,2023-01-05 09:18:32
72,ny,2023-01-05 09:19:58
6,ny,2023-01-05 09:31:06
2,ny,2023-01-05 09:31:40
68,ny,2023-01-05 09:31:43
84,ny,2023-01-05 09:32:45
30,ny,2023-01-05 09:33:37
69,ny,2023-01-05 09:37:09
8,ny,2023-01-05 09:47:51
94,ny,2023-01-05 09:50:27
99,ny,2023-01-05 09:51:59
38,ny,2023-01-05 09:56:49
96,ny,2023-01-05 09:58:27
0,ny,2023-01-05 09:58:59
90,ny,2023-01-05 19:43:30
64,ny,2023-01-06 08:04:39
36,ny,2023-01-06 08:07:42
77,ny,2023-01-06 08:11:17
11,ny,2023-01-06 08:25:54
67,ny,2023-01-06 08:28:49
97,ny,2023-01-06 08:35:23
92,ny,2023-01-06 08:37:33
96,ny,2023-01-06 08:38:11
98,ny,2023-01-06 08:52:29
72,ny,2023-01-06 08:55:07
60,ny,2023-01-06 08:55:33
70,ny,2023-01-06 08:55:47
56,ny,2023-01-06 08:57:04
49,ny,2023-01-06 08:57:56
63,ny,2023-01-06 09:00:20
2,ny,2023-01-06 09:05:27
22,ny,2023-01-06 09:06:31
39,ny,2023-01-06 09:10:56
50,ny,2023-01-06 09:20:44
65,ny,2023-01-06 09:24:17
87,ny,2023-01-06 09:25:07
30,ny,2023-01-06 09:26:59
88,ny,2023-01-06 09:27:12
7,ny,2023-01-06 09:37:03
19,ny,2023-01-06 09:40:21
94,ny,2023-01-06 09:42:44
84,ny,2023-01-06 09:43:41
99,ny,2023-01-06 09:44:08
78,ny,2023-01-06 09:47:44
38,ny,2023-01-06 09:49:01
0,ny,2023-01-06 09:50:22
9,ny,2023-01-06 09:53:44
17,ny,2023-01-06 09:57:39
34,ny,2023-01-06 09:59:44
47,ny,2023-01-06 09:59:46
18,ny,2023-01-06 12:16:30
70,ny,2023-01-06 13:31:59
21,ny,2023-01-06 16:17:46
48,ny,2023-01-06 19:03:35
21,ny,2023-01-06 19:37:54
75,ny,2023-01-06 19:41:55
85,ny,2023-01-06 19:53:03
60,ny,2023-01-06 22:07:43
67,ny,2023-01-09 08:04:57
42,ny,2023-01-09 08:05:28
84,ny,2023-01-09 08:07:19
54,ny,2023-01-09 08:10:27
60,ny,2023-01-09 08:12:26
81,ny,2023-01-09 08:16:10
70,ny,2023-01-09 08:16:36
0,ny,2023-01-09 08:17:21
43,ny,2023-01-09 08:20:25
34,ny,2023-01-09 08:20:32
2,ny,2023-01-09 08:20:43
72,ny,2023-01-09 08:21:29
98,ny,2023-01-09 08:29:28
99,ny,2023-01-09 08:50:12
11,ny,2023-01-09 08:53:17
69,ny,2023-01-09 08:57:13
97,ny,2023-01-09 08:59:08
17,ny,2023-01-09 09:01:36
6,ny,2023-01-09 09:03:17
86,ny,2023-01-09 09:05:33
77,ny,2023-01-09 09:07:40
19,ny,2023-01-09 09:07:52
47,ny,2023-01-09 09:14:19
91,ny,2023-01-09 09:14:40
64,ny,2023-01-09 09:14:54
18,ny,2023-01-09 09:16:43
88,ny,2023-01-09 09:29:38
63,ny,2023-01-09 09:30:20
96,ny,2023-01-09 09:36:39
1,ny,2023-01-09 09:37:22
8,ny,2023-01-09 09:45:50
50,ny,2023-01-09 09:50:02
9,ny,2023-01-09 09:50:03
36,ny,2023-01-09 09:59:48
15,ny,2023-01-09 19:12:04
98,ny,2023-01-10 08:01:28
60,ny,2023-01-10 08:05:19
96,ny,2023-01-10 08:07:34
47,ny,2023-01-10 08:08:32
94,ny,2023-01-10 08:11:32
65,ny,2023-01-10 08:16:15
56,ny,2023-01-10 08:18:46
42,ny,2023-01-10 08:29:10
81,ny,2023-01-10 08:32:27
49,ny,2023-01-10 08:33:15
86,ny,2023-01-10 08:33:32
39,ny,2023-01-10 08:36:08
54,ny,2023-01-10 08:41:23
18,ny,2023-01-10 08:43:36
64,ny,2023-01-10 08:44:56
30,ny,2023-01-10 08:47:52
63,ny,2023-01-10 08:52:38
91,ny,2023-01-10 08:55:53
17,ny,2023-01-10 09:00:10
19,ny,2023-01-10 09:06:35
0,ny,2023-01-10 09:11:23
34,ny,2023-01-10 09:20:36
70,ny,2023-01-10 09:23:06
69,ny,2023-01-10 09:24:21
22,ny,2023-01-10 09:24:54
78,ny,2023-01-10 09:28:40
43,ny,2023-01-10 09:34:23
87,ny,2023-01-10 09:39:14
82,ny,2023-01-10 09:42:01
68,ny,2023-01-10 09:45:50
11,ny,2023-01-10 09:48:19
4,ny,2023-01-10 09:49:35
72,ny,2023-01-10 09:54:33
36,ny,2023-01-10 09:56:55
85,ny,2023-01-10 18:36:30
14,ny,2023-01-10 19:10:12
80,ny,2023-01-10 19:49:05
2,ny,2023-01-11 08:00:04
63,ny,2023-01-11 08:01:13
88,ny,2023-01-11 08:04:00
77,ny,2023-01-11 08:04:11
98,ny,2023-01-11 08:07:16
84,ny,2023-01-11 08:09:45
87,ny,2023-01-11 08:21:52
22,ny,2023-01-11 08:23:16
70,ny,2023-01-11 08:28:49
97,ny,2023-01-11 08:33:41
11,ny,2023-01-11 08:42:03
7,ny,2023-01-11 08:44:21
18,ny,2023-01-11 08:48:48
8,ny,2023-01-11 08:59:04
9,ny,2023-01-11 09:00:01
19,ny,2023-01-11 09:07:37
34,ny,2023-01-11 09:14:36
1,ny,2023-01-11 09:17:24
65,ny,2023-01-11 09:20:23
94,ny,2023-01-11 09:27:14
49,ny,2023-01-11 09:32:23
92,ny,2023-01-11 09:34:45
6,ny,2023-01-11 09:36:35
99,ny,2023-01-11 09:37:42
50,ny,2023-01-11 09:37:50
42,ny,2023-01-11 09:38:14
39,ny,2023-01-11 09:46:06
47,ny,2023-01-11 09:52:23
69,ny,2023-01-11 09:58:11
78,ny,2023-01-11 09:58:37
13,ny,2023-01-11 18:53:44
68,ny,2023-01-12 08:06:49
63,ny,2023-01-12 08:07:22
94,ny,2023-01-12 08:09:14
55,ny,2023-01-12 08:09:37
88,ny,2023-01-12 08:12:40
64,ny,2023-01-12 08:22:51
50,ny,2023-01-12 08:23:03
36,ny,2023-01-12 08:37:38
43,ny,2023-01-12 08:37:47
97,ny,2023-01-12 08:38:13
98,ny,2023-01-12 08:40:38
7,ny,2023-01-12 08:44:58
22,ny,2023-01-12 08:49:38
84,ny,2023-01-12 08:49:43
87,ny,2023-01-12 08:59:58
77,ny,2023-01-12 09:04:53
65,ny,2023-01-12 09:06:00
2,ny,2023-01-12 09:12:48
39,ny,2023-01-12 09:14:04
72,ny,2023-01-12 09:16:08
42,ny,2023-01-12 09:17:13
17,ny,2023-01-12 09:20:08
47,ny,2023-01-12 09:23:21
91,ny,2023-01-12 09:24:55
78,ny,2023-01-12 09:28:00
11,ny,2023-01-12 09:33:59
96,ny,2023-01-12 09:36:56
8,ny,2023-01-12 09:39:35
1,ny,2023-01-12 09:52:01
54,ny,2023-01-12 09:56:40
28,ny,2023-01-12 18:04:37
25,ny,2023-01-12 18:07:23
32,ny,2023-01-12 18:29:34
79,ny,2023-01-12 18:44:50
26,ny,2023-01-12 19:40:07
91,ny,2023-01-13 08:01:12
42,ny,2023-01-13 08:07:17
9,ny,2023-01-13 08:09:40
86,ny,2023-01-13 08:13:40
6,ny,2023-01-13 08:18:44
72,ny,2023-01-13 08:31:02
54,ny,2023-01-13 08:33:22
88,ny,2023-01-13 08:36:54
11,ny,2023-01-13 08:37:33
96,ny,2023-01-13 08:41:47
98,ny,2023-01-13 08:47:48
22,ny,2023-01-13 08:51:24
1,ny,2023-01-13 09:00:15
7,ny,2023-01-13 09:01:50
36,ny,2023-01-13 09:07:37
70,ny,2023-01-13 09:08:53
64,ny,2023-01-13 09:10:37
47,ny,2023-01-13 09:11:48
69,ny,2023-01-13 09:12:38
39,ny,2023-01-13 09:20:08
99,ny,2023-01-13 09:22:02
50,ny,2023-01-13 09:25:16
43,ny,2023-01-13 09:31:02
77,ny,2023-01-13 09:33:06
82,ny,2023-01-13 09:33:24
55,ny,2023-01-13 09:34:19
38,ny,2023-01-13 09:38:18
56,ny,2023-01-13 09:38:37
78,ny,2023-01-13 09:39:03
19,ny,2023-01-13 09:39:41
34,ny,2023-01-13 09:42:21
81,ny,2023-01-13 09:46:19
84,ny,2023-01-13 09:50:25
87,ny,2023-01-13 09:52:59
94,ny,2023-01-13 09:58:43
92,ny,2023-01-13 09:59:22
42,ny,2023-01-16 08:06:36
96,ny,2023-01-16 08:10:46
43,ny,2023-01-16 08:10:56
86,ny,2023-01-16 08:15:39
22,ny,2023-01-16 08:16:25
78,ny,2023-01-16 08:18:50
2,ny,2023-01-16 08:24:25
7,ny,2023-01-16 08:25:54
17,ny,2023-01-16 08:32:52
67,ny,2023-01-16 08:35:53
87,ny,2023-01-16 08:36:18
82,ny,2023-01-16 08:37:26
39,ny,2023-01-16 08:39:22
19,ny,2023-01-16 08:42:23
69,ny,2023-01-16 08:43:37
91,ny,2023-01-16 08:46:51
47,ny,2023-01-16 08:47:21
9,ny,2023-01-16 08:53:45
4,ny,2023-01-16 08:54:10
64,ny,2023-01-16 09:03:32
1,ny,2023-01-16 09:05:05
50,ny,2023-01-16 09:06:35
99,ny,2023-01-16 09:08:03
77,ny,2023-01-16 09:11:32
0,ny,2023-01-16 09:14:17
18,ny,2023-01-16 09:14:48
49,ny,2023-01-16 09:17:41
34,ny,2023-01-16 09:20:04
30,ny,2023-01-16 09:22:30
81,ny,2023-01-16 09:34:12
11,ny,2023-01-16 09:38:19
56,ny,2023-01-16 09:43:02
97,ny,2023-01-16 09:44:54
88,ny,2023-01-16 09:49:42
98,ny,2023-01-16 09:50:18
68,ny,2023-01-16 09:56:01
91,ny,2023-01-17 08:00:02
64,ny,2023-01-17 08:02:24
98,ny,2023-01-17 08:04:15
87,ny,2023-01-17 08:04:50
55,ny,2023-01-17 08:06:11
42,ny,2023-01-17 08:06:47
6,ny,2023-01-17 08:18:19
84,ny,2023-01-17 08:22:34
43,ny,2023-01-17 08:26:06
99,ny,2023-01-17 08:30:02
94,ny,2023-01-17 08:34:09
36,ny,2023-01-17 08:35:28
2,ny,2023-01-17 08:39:03
47,ny,2023-01-17 08:41:33
22,ny,2023-01-17 08:44:13
18,ny,2023-01-17 08:44:59
11,ny,2023-01-17 08:51:01
56,ny,2023-01-17 08:51:09
65,ny,2023-01-17 08:53:04
34,ny,2023-01-17 08:54:32
17,ny,2023-01-17 08:55:25
88,ny,2023-01-17 09:10:59
70,ny,2023-01-17 09:13:05
49,ny,2023-01-17 09:15:04
67,ny,2023-01-17 09:17:36
38,ny,2023-01-17 09:21:49
78,ny,2023-01-17 09:23:41
63,ny,2023-01-17 09:25:04
9,ny,2023-01-17 09:25:28
86,ny,2023-01-17 09:26:09
0,ny,2023-01-17 09:27:00
8,ny,2023-01-17 09:28:21
1,ny,2023-01-17 09:28:38
19,ny,2023-01-17 09:29:05
81,ny,2023-01-17 09:29:24
68,ny,2023-01-17 09:36:05
54,ny,2023-01-17 09:36:20
82,ny,2023-01-17 09:40:04
39,ny,2023-01-17 09:46:13
30,ny,2023-01-17 09:46:25
97,ny,2023-01-17 09:50:02
77,ny,2023-01-17 09:50:10
60,ny,2023-01-17 09:52:19
50,ny,2023-01-18 08:04:11
42,ny,2023-01-18 08:04:58
78,ny,2023-01-18 08:06:39
69,ny,2023-01-18 08:15:15
0,ny,2023-01-18 08:17:13
55,ny,2023-01-18 08:17:29
54,ny,2023-01-18 08:21:07
11,ny,2023-01-18 08:21:33
43,ny,2023-01-18 08:24:22
87,ny,2023-01-18 08:24:52
36,ny,2023-01-18 08:27:54
67,ny,2023-01-18 08:29:01
6,ny,2023-01-18 08:29:27
99,ny,2023-01-18 08:35:56
30,ny,2023-01-18 08:36:14
56,ny,2023-01-18 08:39:07
81,ny,2023-01-18 08:40:30
1,ny,2023-01-18 08:42:55
68,ny,2023-01-18 08:45:33
91,ny,2023-01-18 08:46:44
38,ny,2023-01-18 08:52:34
7,ny,2023-01-18 09:01:54
60,ny,2023-01-18 09:04:07
19,ny,2023-01-18 09:06:15
64,ny,2023-01-18 09:10:59
2,ny,2023-01-18 09:16:52
17,ny,2023-01-18 09:18:48
18,ny,2023-01-18 09:21:10
72,ny,2023-01-18 09:23:06
86,ny,2023-01-18 09:23:31
96,ny,2023-01-18 09:26:15
39,ny,2023-01-18 09:27:49
88,ny,2023-01-18 09:29:25
70,ny,2023-01-18 09:31:43
77,ny,2023-01-18 09:38:14
8,ny,2023-01-18 09:44:44
49,ny,2023-01-18 09:49:53
4,ny,2023-01-18 09:54:56
97,ny,2023-01-19 08:01:32
36,ny,2023-01-19 08:04:45
7,ny,2023-01-19 08:15:42
49,ny,2023-01-19 08:19:11
54,ny,2023-01-19 08:21:56
63,ny,2023-01-19 08:28:34
78,ny,2023-01-19 08:31:25
34,ny,2023-01-19 08:32:56
1,ny,2023-01-19 08:35:20
88,ny,2023-01-19 08:38:05
50,ny,2023-01-19 08:45:20
55,ny,2023-01-19 08:49:38
8,ny,2023-01-19 08:56:06
84,ny,2023-01-19 09:06:05
92,ny,2023-01-19 09:06:43
0,ny,2023-01-19 09:12:05
2,ny,2023-01-19 09:13:42
43,ny,2023-01-19 09:14:06
17,ny,2023-01-19 09:19:28
56,ny,2023-01-19 09:19:29
11,ny,2023-01-19 09:20:09
82,ny,2023-01-19 09:34:36
42,ny,2023-01-19 09:42:28
4,ny,2023-01-19 09:47:13
18,ny,2023-01-19 09:48:24
86,ny,2023-01-19 09:50:35
38,ny,2023-01-19 09:54:30
29,ny,2023-01-19 19:40:51
15,ny,2023-01-19 19:49:57
56,ny,2023-01-20 08:13:47
4,ny,2023-01-20 08:26:22
94,ny,2023-01-20 08:26:37
88,ny,2023-01-20 08:30:11
65,ny,2023-01-20 08:34:03
22,ny,2023-01-20 08:43:38
87,ny,2023-01-20 08:47:26
60,ny,2023-01-20 08:49:33
34,ny,2023-01-20 08:49:39
30,ny,2023-01-20 08:53:06
64,ny,2023-01-20 08:55:42
54,ny,2023-01-20 09:00:02
43,ny,2023-01-20 09:13:37
18,ny,2023-01-20 09:23:32
69,ny,2023-01-20 09:27:35
1,ny,2023-01-20 09:36:12
86,ny,2023-01-20 09:37:28
97,ny,2023-01-20 09:40:55
70,ny,2023-01-20 09:54:32
42,ny,2023-01-20 09:56:19
38,ny,2023-01-23 08:00:21
99,ny,2023-01-23 08:06:07
8,ny,2023-01-23 08:11:13
68,ny,2023-01-23 08:13:41
43,ny,2023-01-23 08:16:15
82,ny,2023-01-23 08:18:19
84,ny,2023-01-23 08:22:33
9,ny,2023-01-23 08:32:19
34,ny,2023-01-23 08:33:21
67,ny,2023-01-23 08:37:06
19,ny,2023-01-23 08:40:30
92,ny,2023-01-23 08:40:41
55,ny,2023-01-23 08:47:48
63,ny,2023-01-23 08:52:23
1,ny,2023-01-23 08:56:14
2,ny,2023-01-23 08:56:20
56,ny,2023-01-23 09:04:46
17,ny,2023-01-23 09:08:39
39,ny,2023-01-23 09:15:17
0,ny,2023-01-23 09:16:56
4,ny,2023-01-23 09:18:28
7,ny,2023-01-23 09:22:29
87,ny,2023-01-23 09:27:19
60,ny,2023-01-23 09:30:36
91,ny,2023-01-23 09:37:18
78,ny,2023-01-23 09:41:45
88,ny,2023-01-23 09:56:23
94,ny,2023-01-23 09:56:47
98,ny,2023-01-23 09:57:19
49,ny,2023-01-23 09:58:22
40,ny,2023-01-23 18:11:17
77,ny,2023-01-24 08:00:19
91,ny,2023-01-24 08:04:26
6,ny,2023-01-24 08:07:24
81,ny,2023-01-24 08:07:43
36,ny,2023-01-24 08:11:59
22,ny,2023-01-24 08:13:00
82,ny,2023-01-24 08:17:41
0,ny,2023-01-24 08:17:57
17,ny,2023-01-24 08:22:25
7,ny,2023-01-24 08:25:37
18,ny,2023-01-24 08:29:41
47,ny,2023-01-24 08:30:30
55,ny,2023-01-24 08:30:35
30,ny,2023-01-24 08:32:48
34,ny,2023-01-24 08:34:24
64,ny,2023-01-24 08:35:53
8,ny,2023-01-24 08:37:02
88,ny,2023-01-24 08:45:35
56,ny,2023-01-24 08:45:43
70,ny,2023-01-24 08:50:30
98,ny,2023-01-24 08:52:09
50,ny,2023-01-24 08:52:46
4,ny,2023-01-24 08:57:05
72,ny,2023-01-24 08:57:44
86,ny,2023-01-24 09:10:53
38,ny,2023-01-24 09:12:05
60,ny,2023-01-24 09:13:02
63,ny,2023-01-24 09:13:13
1,ny,2023-01-24 09:13:35
78,ny,2023-01-24 09:13:39
19,ny,2023-01-24 09:19:10
92,ny,2023-01-24 09:19:37
43,ny,2023-01-24 09:24:35
49,ny,2023-01-24 09:28:40
42,ny,2023-01-24 09:31:00
68,ny,2023-01-24 09:33:30
9,ny,2023-01-24 09:34:14
84,ny,2023-01-24 09:36:14
54,ny,2023-01-24 09:37:30
87,ny,2023-01-24 09:38:41
65,ny,2023-01-24 09:39:06
2,ny,2023-01-24 09:39:09
94,ny,2023-01-24 09:50:41
11,ny,2023-01-24 09:52:16
93,ny,2023-01-24 14:11:46
17,ny,2023-01-24 14:46:45
90,ny,2023-01-24 18:16:38
48,ny,2023-01-25 00:48:13
27,ny,2023-01-25 02:36:15
68,ny,2023-01-25 08:01:08
99,ny,2023-01-25 08:02:24
63,ny,2023-01-25 08:02:56
47,ny,2023-01-25 08:03:08
17,ny,2023-01-25 08:07:28
34,ny,2023-01-25 08:16:13
4,ny,2023-01-25 08:26:30
2,ny,2023-01-25 08:26:34
82,ny,2023-01-25 08:34:48
72,ny,2023-01-25 08:39:04
36,ny,2023-01-25 08:40:43
98,ny,2023-01-25 08:44:16
9,ny,2023-01-25 08:48:16
96,ny,2023-01-25 08:52:50
60,ny,2023-01-25 08:53:57
87,ny,2023-01-25 08:59:33
77,ny,2023-01-25 08:59:52
30,ny,2023-01-25 09:00:00
50,ny,2023-01-25 09:01:03
49,ny,2023-01-25 09:01:10
67,ny,2023-01-25 09:06:16
1,ny,2023-01-25 09:12:16
84,ny,2023-01-25 09:16:24
69,ny,2023-01-25 09:17:11
64,ny,2023-01-25 09:17:14
54,ny,2023-01-25 09:19:02
42,ny,2023-01-25 09:22:36
7,ny,2023-01-25 09:22:55
39,ny,2023-01-25 09:27:03
43,ny,2023-01-25 09:28:36
78,ny,2023-01-25 09:37:45
88,ny,2023-01-25 09:40:06
0,ny,2023-01-25 09:43:41
81,ny,2023-01-25 09:45:51
6,ny,2023-01-25 09:47:58
56,ny,2023-01-25 09:52:04
92,ny,2023-01-25 09:59:05
68,ny,2023-01-26 08:03:12
78,ny,2023-01-26 08:06:28
54,ny,2023-01-26 08:14:28
72,ny,2023-01-26 08:15:39
49,ny,2023-01-26 08:22:50
34,ny,2023-01-26 08:23:58
92,ny,2023-01-26 08:24:29
42,ny,2023-01-26 08:40:04
8,ny,2023-01-26 08:44:36
87,ny,2023-01-26 08:44:56
17,ny,2023-01-26 08:48:42
81,ny,2023-01-26 08:49:06
97,ny,2023-01-26 08:49:07
11,ny,2023-01-26 08:49:37
39,ny,2023-01-26 08:55:16
94,ny,2023-01-26 08:57:21
70,ny,2023-01-26 09:00:54
84,ny,2023-01-26 09:06:01
86,ny,2023-01-26 09:07:34
36,ny,2023-01-26 09:08:43
43,ny,2023-01-26 09:09:00
65,ny,2023-01-26 09:10:57
77,ny,2023-01-26 09:13:54
30,ny,2023-01-26 09:13:59
69,ny,2023-01-26 09:19:04
0,ny,2023-01-26 09:26:20
50,ny,2023-01-26 09:27:47
91,ny,2023-01-26 09:27:54
2,ny,2023-01-26 09:28:59
4,ny,2023-01-26 09:32:16
7,ny,2023-01-26 09:36:00
99,ny,2023-01-26 09:37:58
67,ny,2023-01-26 09:39:20
82,ny,2023-01-26 09:40:19
55,ny,2023-01-26 09:45:09
38,ny,2023-01-26 09:45:46
9,ny,2023-01-26 09:45:57
63,ny,2023-01-26 09:46:53
98,ny,2023-01-26 09:48:28
56,ny,2023-01-26 09:52:19
64,ny,2023-01-26 09:53:32
1,ny,2023-01-26 09:53:53
88,ny,2023-01-26 09:55:50
97,ny,2023-01-26 14:39:56
73,ny,2023-01-26 15:33:14
24,ny,2023-01-26 16:32:33
33,ny,2023-01-26 19:21:30
64,ny,2023-01-26 22:47:42
18,ny,2023-01-27 08:02:21
82,ny,2023-01-27 08:07:32
7,ny,2023-01-27 08:10:48
70,ny,2023-01-27 08:11:48
22,ny,2023-01-27 08:12:21
99,ny,2023-01-27 08:23:28
8,ny,2023-01-27 08:23:30
91,ny,2023-01-27 08:25:26
67,ny,2023-01-27 08:28:58
19,ny,2023-01-27 08:29:31
87,ny,2023-01-27 08:32:45
78,ny,2023-01-27 08:35:55
0,ny,2023-01-27 08:37:47
9,ny,2023-01-27 08:41:46
54,ny,2023-01-27 08:44:21
88,ny,2023-01-27 08:50:23
4,ny,2023-01-27 08:52:58
38,ny,2023-01-27 08:55:58
56,ny,2023-01-27 08:57:47
96,ny,2023-01-27 08:58:11
49,ny,2023-01-27 09:02:54
92,ny,2023-01-27 09:03:19
47,ny,2023-01-27 09:05:44
97,ny,2023-01-27 09:09:03
86,ny,2023-01-27 09:17:37
72,ny,2023-01-27 09:21:09
69,ny,2023-01-27 09:22:31
1,ny,2023-01-27 09:24:39
60,ny,2023-01-27 09:30:21
34,ny,2023-01-27 09:36:19
68,ny,2023-01-27 09:37:55
65,ny,2023-01-27 09:40:37
55,ny,2023-01-27 09:43:32
17,ny,2023-01-27 09:45:36
64,ny,2023-01-27 09:46:02
43,ny,2023-01-27 09:47:26
81,ny,2023-01-27 09:48:47
42,ny,2023-01-27 09:49:03
94,ny,2023-01-27 09:53:37
11,ny,2023-01-27 09:59:35
86,ny,2023-01-30 08:01:43
82,ny,2023-01-30 08:02:05
91,ny,2023-01-30 08:05:59
4,ny,2023-01-30 08:13:01
6,ny,2023-01-30 08:14:06
81,ny,2023-01-30 08:21:34
92,ny,2023-01-30 08:22:11
1,ny,2023-01-30 08:23:26
39,ny,2023-01-30 08:26:22
97,ny,2023-01-30 08:35:26
36,ny,2023-01-30 08:36:58
17,ny,2023-01-30 08:38:42
22,ny,2023-01-30 08:40:13
47,ny,2023-01-30 08:47:12
99,ny,2023-01-30 08:57:38
18,ny,2023-01-30 08:58:03
63,ny,2023-01-30 09:08:14
65,ny,2023-01-30 09:08:44
68,ny,2023-01-30 09:20:40
30,ny,2023-01-30 09:24:22
98,ny,2023-01-30 09:28:27
84,ny,2023-01-30 09:29:59
50,ny,2023-01-30 09:32:34
8,ny,2023-01-30 09:35:19
56,ny,2023-01-30 09:35:43
70,ny,2023-01-30 09:36:28
96,ny,2023-01-30 09:38:13
43,ny,2023-01-30 09:41:56
55,ny,2023-01-30 09:45:35
9,ny,2023-01-30 09:46:09
38,ny,2023-01-30 09:47:30
67,ny,2023-01-30 09:47:45
69,ny,2023-01-30 09:50:31
54,ny,2023-01-30 09:51:45
87,ny,2023-01-30 09:52:28
42,ny,2023-01-30 09:53:32
77,ny,2023-01-30 09:54:00
0,ny,2023-01-30 09:55:11
88,ny,2023-01-30 09:56:38
19,ny,2023-01-30 09:56:57
64,ny,2023-01-30 09:59:42
69,ny,2023-01-31 08:11:06
18,ny,2023-01-31 08:11:27
88,ny,2023-01-31 08:12:19
39,ny,2023-01-31 08:18:03
63,ny,2023-01-31 08:19:31
36,ny,2023-01-31 08:20:23
68,ny,2023-01-31 08:29:24
67,ny,2023-01-31 08:30:44
98,ny,2023-01-31 08:54:34
47,ny,2023-01-31 08:58:44
11,ny,2023-01-31 09:01:16
2,ny,2023-01-31 09:01:24
64,ny,2023-01-31 09:05:34
1,ny,2023-01-31 09:09:27
91,ny,2023-01-31 09:20:02
99,ny,2023-01-31 09:23:52
84,ny,2023-01-31 09:27:03
43,ny,2023-01-31 09:36:45
